location,Followers,Hashtags,Username,Datetime,Text,Original,Unlemmatize
"Manchester, England",493,"['intro', 'twitch', 'stream', 'twitchstreamers', 'twitch', 'vtuber', 'twitchde', 'twitchtv', 'fortnite', 'streaming', 'apexlegends']",Rachel_Huda,2022-12-29 19:14:26+00:00,"['here', 'high', 'quality', 'available', 'awesome', 'hmu', 'detail']",HI (Apex Legends) live at,here high quality available awesome hmu details
Discord: Jehadyel#1337,561,,Jehadyel,2022-12-29 19:14:11+00:00,"['yes', 'horizon', 'x', 'ash', 'combo', 'mind', ""i'll"", 'happily', 'suggestion']",Here is a High Quality of are available for to make awesome then HMU with details,yesss horizon x ash combo mind i'll happily suggestion 
,588,,YouSeeJWIL,2022-12-29 19:12:54+00:00,"['check', 'apex', 'legend', 'big', 'wilm', 'amp', 'zerocharge']","Yesss, already had the Horizon x Ash combo in mind, I'll happily take that suggestion ^-^",check apex legends big wilm amp zerocharge
NEW YORK NEW YORK,115,"['ApexLegends', 'GamingNews', 'apexclips']",WoA_Mortis,2022-12-29 19:12:33+00:00,"['this', ""can't"", 'real', 'player', 'did', 'apex', 'real', 'bot', 'game', 'i', 'tripping']",Check out APEX LEGENDS with Big Wilm &amp; ZeroCharge,this can't real player did apex real bots game i tripping 
,32,['ApexLegends'],Milouz15,2022-12-29 19:11:43+00:00,"['player', 'love']",This can't be a real player.Did apex put real bots into the game or am I tripping?,players love
España,13,"['ApexLegends', 'PlayStation', 'NSGatOnce']",NorthandSouthGC,2022-12-29 19:11:31+00:00,"['esl', 'p', 'master', 'circuit', 'weekly', 'qualifier', 'season', 'platoon', 'placement', 'number', 'ranking', 'placement', 'number']",players will love it,esl ps master circuit weekly qualifier season platoon placement number ranking placement number
,0,,Stardst055,2022-12-29 19:11:06+00:00,"['they', 'want', 'forever', 'game', 'yeah', 'use', 'content', 'forever', 'game']",ESL (ps4) Master Circuit Weekly Qualifier Season .Platoon Placement number Ranking Placement number,they want forever game yeah use content forever game
,270,,IDPAguila,2022-12-29 19:10:53+00:00,"['cross', 'progression']","They want a ""Forever Game"" yeah use the same content forever game",cross progression
North parts of Sweden,75,,panzar_p,2022-12-29 19:10:49+00:00,"['so', 'whats', 'intended', 'audio', 'game', 'guessing']",Cross progression,so whats intended audio game guessing 
,46,"['ApexLegends', 'APEX', 'Apexフレンド募集']",cV4le,2022-12-29 19:10:12+00:00,"['car', 'smg']",So whats the intended audio in this game or do i have to keep guessing?,car smg
,46,"['ApexLegends', 'apexclips', 'FPS', 'controller', 'player', 'CLUTCH']",cV4le,2022-12-29 19:08:24+00:00,"['ez', 'clutch']",the car smg,ez clutch
"Virginia, USA",6226,,JazzberryJG,2022-12-29 19:08:19+00:00,"['would', 'love', 'chance']",so ez clutch,would love chance
Mars_bar,9,,SKULLFACT0R,2022-12-29 19:07:54+00:00,"['fuckkk', 'yeahhhhh', 'garret', 'ha', 'ratioed', 'apex', 'legend', 'a', 'new', 'king', 'ha', 'been', 'born']",Would love a chance,fuckkk yeahhhhh garret has ratioed apex legends a new kings has been born
"Manhattan, New York",11,,hydratedpsycho,2022-12-29 19:07:48+00:00,['ratio'],FUCKKK YEAHHHHH GARRET HAS RATIOED APEX LEGENDS A NEW KINGS HAS BEEN BORN,ratio
"Dallas, TX",6495,"['iamgaming', 'apexlegends']",iAM_iKandi,2022-12-29 19:07:38+00:00,"['away', 'goal', 'let', 'im', 'live', 'come']",Ratio,away goal lets im live come
United States,29,"['ApexLedgends', 'Ukraine', 'gaming']",ampd2x,2022-12-29 19:06:26+00:00,"['dropping', 'kill', 'kill', 'in', 'apex', 'legend']",away from goal lets go and Im live come on in via,dropping kill kill in apex legends
🗽 youtuber,337,,Kenzo4thAve,2022-12-29 19:05:45+00:00,"['live', 'now', 'apex', 'legend', ""don't"", 'win', 'w', 'free', 'naldo']",Dropping kill after kill In apex legends,live now apex legends don't win w free naldo
22,89,,p1ecks,2022-12-29 19:05:39+00:00,"['gonna', 'play', 'apex', 'legend', 'tough', 'time']",LIVE NOW! Apex Legends but we don't win w/ Free Naldo,gonna play apex legends tough times
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 19:04:56+00:00,"['ghosty', 'i', 'want', 'wife', 'hear', 'this', 'and', ""don't"", 'accept', 'okay']",gonna play apex legends now tough times,ghosty i want wives hear this and don't accept okay 
in the middle of the woods,764,,Taintedlg,2022-12-29 19:04:01+00:00,"['it', 'actually', 'happens', 'controller', 'quits', 'working', 'mid', 'match', 'watch', 'die']",Ghosty: I want him and his wives to hear this. And if they don't accept me then its okay.,it actually happens controller quits working mid match watch die 
,25,,InsulinKing6780,2022-12-29 19:03:35+00:00,"['i', 'streamed', 'apex', 'legend', 'hour', 'yesterday']",It actually happens controller just quits working mid match and you just watch yourself die.,i streamed apex legends hours yesterday 
,44,['needstohappen'],Abrutzi1,2022-12-29 19:03:26+00:00,"['me', 'diving', 'mnk', 'finally', 'nerf', 'aim', 'assist', 'season']",I streamed Apex Legends for hours yesterday...,me diving mnk finally nerf aim assist season
🇨🇦 // 🇯🇲,223,"['Another1', 'ApexLegends']",NorfsideFPS,2022-12-29 19:03:25+00:00,"['capture', 'card', 'coming', 'soon', 'i', 'end', 'recording', 'end', 'game', 'circle']",Me diving into MNK if they finally nerf aim assist season,capture card coming soon i end recording end game circles
,0,,ChuckyLav,2022-12-29 19:03:06+00:00,"['we', 'want', 'fps', 'p']",Capture card coming soon because all I end up recording are the end game circles,we wants fps ps 
,46,['apexlegends'],Nu_Merick,2022-12-29 19:02:40+00:00,"['he', 'called', 'me', 'what']",We wants fps on PS5,he called me what
India,150,"['ApexLegends', 'APEX', 'gaming', 'TwitchStreamers', 'gamer', 'TwitchRecap']",gamerguy_sandip,2022-12-29 19:02:28+00:00,"['r', 'v', 'clutch', 'follow', 'live', 'stream']",HE CALLED ME WHAT,r v clutch follow live streams
Poland,8,,APEXo_SHU,2022-12-29 19:02:05+00:00,['devs'],R99 V3 Clutch **Follow for Live streams,devs
,86,,HeHe59089034,2022-12-29 19:01:58+00:00,"['the', 'reason', 'got', 'free', 'battle', 'pas', 'fortnite', 'saw', 'apex', 'legend', 'big', 'threat', 'time']",Devs,the reason got free battle pass fortnite saw apex legends big threat time
,415,['ApexLegends'],Saiyoji5,2022-12-29 19:01:31+00:00,"['editing', 'saw', 'dmg', 'explain', 'taht']",The only reason we even got a free battle pass was because fortnite saw apex legends as a big threat at that time,editing saw dmg explain taht 
,58,"['ApexLegends', 'gaming', 'streamer', 'Live', 'YouTube', 'BattleRoyale', 'ranked', 'Diamond']",Enigma9696,2022-12-29 19:01:06+00:00,"['siamo', 'live', 'ragazzi', ""l'anno"", 'sta', 'chiudersi', 'diamogli', 'tutto', ""we're"", 'live', 'guy', 'end', 'year', 'near', ""let's"", 'break', 'everything']",so i was just editing something and saw this dmg? can anyone explain taht?,siamo live ragazzi l'anno sta chiudersi diamogli tutto we're live guys end year near let's break everything 
"Kent, England",297,['streamer'],ProspectJW,2022-12-29 19:01:02+00:00,"[""don't"", 'normally', 'post', 'going', 'live', 'video', 'thought', ""it'll"", 'better', 'plain', 'tweet', 'hopefully', 'there', 'prospectjw', 'twitch', 'playing']","Siamo LIVE ragazzi, l'anno sta per chiudersi! Diamogli tutto!We're LIVE guys, the end of the year is near! Let's break everything!",don't normally post going live video thought it'll better plain tweet hopefully there prospectjw twitch playing
"Guadalajara, Jalisco",26,,AxlPalax,2022-12-29 19:00:30+00:00,"['the', 'reward', 'watching', 'irrelevant', 'repeated', 'already', 'them', 'boring', ""i've"", 'seen', 'twitch', 'history', 'actually', 'better', 'all', 'lazy', 'ungrateful', 'smh']",Don't normally post the going live video here but thought it'll just be better than a plain tweet! Hopefully see you there! ProspectJW on twitch! Playing,the rewards watching irrelevant repeated already them boring i've seen twitch history actually better all lazy ungrateful smh 
,581,,DeathlyR6M,2022-12-29 19:00:24+00:00,"['the', 'grand', 'canyon']","The rewards for watching are the most irrelevant, repeated (already have most of them), and boring I've ever seen in Twitch history, is actually better to nothing at all, you show yourselves lazy and ungrateful smh.",the grand canyon
The Moon,3,,clashofclaner68,2022-12-29 19:00:09+00:00,"['rust', 'console', 'trynna', 'apex', 'legend', 'server', 'issue', 'bruh']",The Grand Canyon,rust console trynna apex legends server issues bruh
,31,,Slash13662860,2022-12-29 19:00:06+00:00,"['except', 'again', 'talking', 'influence', 'yes', 'people', 'need', 'time', 'influence', 'others', 'only', 'worrying', 'time', 'ignoring', 'factor', 'also', 'ignore', 'time', 'weekend', 'give', 'school', 'break', 'ect']",rust console trynna be apex legends with the server issues bruh,except again talking influence yes people need time influence others only worrying time ignoring factors also ignore time weekends give school breaks ect 
"North Carolina, USA",277,"['ApexLegends', 'ApexLedgends', 'apexlegendsclips', 'apexlegend', 'YoutubeGaming']",BackAtItAKen,2022-12-29 19:00:01+00:00,"['he', 'almost', 'had', 'me', 'with', 'that', 'tactical']","Except, again, you are talking about INFLUENCE, and while yes, people need time to influence others, by ONLY worrying about time you are ignoring other factors. Also, you seem to ignore the time that weekends give, school breaks, ect.",he almost had me with that tactical
"Austin, TX",1157,,fpslounge_,2022-12-29 19:00:01+00:00,"['what', 'change', 'hoping', 'season']",HE ALMOST HAD ME WITH THAT TACTICAL,what change hoping season 
,10,"['PS4live', 'apexlegends', 'gamer', 'action', 'ps5']",taurusthekingg,2022-12-29 18:59:45+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",What change are you hoping for the most in the next season?,check broadcast playstation apex legends live
United States,134,,MrDTaco,2022-12-29 18:59:16+00:00,"[""i'm"", 'live', 'playing', 'apex', 'legend', 'twitch']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,i'm live playing apex legends twitch 
In A Field Of Blue Roses,457,,rosesofdeedee,2022-12-29 18:59:11+00:00,"[""i'm"", 'live', 'playing', 'apex', 'legend', 'twitch']",I'm now live playing Apex Legends over on Twitch:,i'm live playing apex legends twitch 
In A Garden Of Blue Roses,2395,"['gamer', 'Twitch', 'Apex', 'Ranked', 'PS4live', 'ApexLegends']",nika_quinzel,2022-12-29 18:59:00+00:00,"['how', 'rp', 'gain', 'live']",I'm now live playing Apex Legends over on Twitch:,how rp gain live
"São Paulo, Brasil",310,,xdenibagx,2022-12-29 18:58:44+00:00,"['olar', 'o', 'o', 'apex', 'legend', 'overwatch', 'the', 'witcher', 'comandos', 'sub']",How much RP to gain! live at,olar o o apex legends overwatch the witcher comandos sub 
"England, United Kingdom",48,,Bill_Kovaaks,2022-12-29 18:58:40+00:00,"['also', 'wabak', 'shoot', 'meter', 'away', 'roller']",Olar o()o | Apex Legends + Overwatch + The Witcher + | !comandos | SUB =,also wabak shoot meters away roller
,102,,jrpgtrash,2022-12-29 18:58:07+00:00,"['i', 'it', 'repspawn', 'busy', 'new', 'single', 'player', 'apex', 'game', 'cmon', 'dude', 'apex', 'legend', 'going', 'downhill', 'rn']",Also wabak: cant shoot anyone more than meters away on roller,i it repspawn busy new single player apex game cmon dude apex legends going downhill rn
CANADA,42,,Daemon0_0,2022-12-29 18:58:02+00:00,"['lmao', 'u', 'actually']","I get it, repspawn is busy with the new single player apex game but cmon dude apex legends is going downhill rn",lmao u actually
"Maryland, USA",171,,CrimsonWingZero,2022-12-29 18:57:52+00:00,"['is', 'og', 'mw', 'intervention']","Lmao, U actually did it",is og mw intervention 
tofilium@gmail.com,1717,,tofilium,2022-12-29 18:57:51+00:00,"['going', 'live', 'apex', 'legend', 'getting', 'practice', 'round', 'bingo', 'start', 'wonderful', 'umi', 'amp', 'curl']",Is that an OG MW2 Intervention?!,going live apex legends getting practice rounds bingo starts wonderful umi amp curls 
Texas,3459,,ZephyrCasts,2022-12-29 18:57:41+00:00,"['ngl', ""that's"", 'kinda', 'cool']",Going live with Apex Legends and getting some practice rounds in before BINGO starts with the wonderful Umi &amp; Curls!!,ngl that's kinda cool
Ireland,49,,TZxsli,2022-12-29 18:57:23+00:00,"['even', 'fortnite', 'popping', 'bro']","ngl, that's kinda cool",even fortnite popping bro
"Melbourne, Victoria",0,,sickestcunt101,2022-12-29 18:55:48+00:00,"['fix', 'ai', 'arena', 'pls']",Even Fortnite been popping bro,fix ais arenas pls
,128,,TreySatcher,2022-12-29 18:55:15+00:00,"['happened', 'time', 'yesterday', 'time', 'run', 'seer']",fix these AIs in arenas pls,happened times yesterday time run seer
"Scotland, United Kingdom",6,,xTomat0_,2022-12-29 18:55:04+00:00,"['the', 'best', 'playstation', 'player']",Happened to me times yesterday time to run Seer,the best playstation player
"Boston, MA",3355,,bloopcakes,2022-12-29 18:55:00+00:00,"['i', 'will', 'calling', 'authority']",The best PlayStation player,i will calling authorities
If You Look Right Behind You,730,['TwitchStreamers'],RoyalWeirdo,2022-12-29 18:54:49+00:00,"['so', 'trending', ""y'all"", 'enjoy', 'clip', 'unintentionally', 'toxic', 'loba', 'apex', 'legend', ""i'm"", 'sorry', 'i', 'mean']",I WILL be calling the authorities,so trending y'all enjoy clip unintentionally toxic loba apex legends i'm sorry i mean
"Washington, USA",151,"['twitchaffiliate', 'apexlegends', 'gothgf', 'gaming']",WaffleKingBek,2022-12-29 18:54:22+00:00,"['you', 'know']","So since is trending for me y'all can enjoy this clip of me being unintentionally toxic to Loba from Apex Legends. I'm so sorry, I did not mean to say that",you know
"Massachusetts, USA",14764,,TeqAPEX,2022-12-29 18:54:10+00:00,"['not', 'long']",You know where to find me,not long
,723,,AeonFMC,2022-12-29 18:53:55+00:00,"['apex', 'legend', 'hard', 'level', ""it's"", 'massive', 'content', 'idea', 'announced', 'apex', 'prop', 'hunt', 'apex', 'world', 'cup', 'amp', 'good', 'luck', 'creator', 'making', 'move', 'now']",Not for long,apex legends hard levels it's massive content ideas announced apex prop hunt apex world cup amp good luck creators making moves now 
"Katowice, Polska",26,,Cant_Play_Games,2022-12-29 18:52:38+00:00,"['league', 'legend', 'gt', 'apex', 'legend', 'gt', 'assetto', 'corsa', 'competizione', 'gt', 'zelda', 'botw']",Apex Legends is about to go hard on so many levels.It's still and we already have two massive content ideas announced:- Apex Prop Hunt ()- Apex World Cup ( &amp; )Good luck to any creators not making moves now!,league legends gt apex legends gt assetto corsa competizione gt zelda botw
,154,,GAME_introduce7,2022-12-29 18:52:28+00:00,"['apex', 'legend', 'video', 'postapex', 'legend', 'three', 'people', 'choose', 'different', 'legend', 'fight', 'pair', 'click', 'link', 'watch', 'now']",League of Legends &gt; Apex Legends &gt; Assetto Corsa Competizione &gt; Zelda BotW,apex legends video postapex legends three people choose different legends fight pair click link watch now 
,403,['PS4live'],Dreammvillain,2022-12-29 18:51:59+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Apex Legends Video PostApex Legends:Three people choose different legends and fight as a pair.click the link below to watch now:1:,check broadcast playstation apex legends live
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 18:51:26+00:00,"['ghosty', 'i', 'purpose']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,ghosty i purpose
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 18:51:09+00:00,"[""i'm"", 'better', 'minute', 'ago']",Ghosty: I do everything with purpose,i'm better minutes ago
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 18:51:09+00:00,"[""i'm"", 'better', 'minute', 'ago']",I'm doing better than a few minutes ago,i'm better minutes ago
,99,['PS4live'],Announn112,2022-12-29 18:50:17+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",I'm doing better than a few minutes ago,check broadcast playstation apex legends live
urf✨️,3,"['PS5Share', 'ApexLegends', 'gaming']",Tenten_Sren,2022-12-29 18:49:39+00:00,"['well', 'earned', 'nd']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,well earned nd 
urf✨️,3,"['PS5Share', 'ApexLegends']",Tenten_Sren,2022-12-29 18:48:34+00:00,"['got', 'win']","Well earned nd ,",got win 
,96,"['ApexLegends', 'apexlegendsranked']",Its_RingedFir,2022-12-29 18:48:26+00:00,"['need', 'apex', 'ranked', 'dm']","Got the win ,",need apex ranked dm
,256,"['apex', 'apexlegends', 'apexmobile', 'twitter', 'christmas', 'media', 'memes', 'hockey', 'spirit', 'comedy', 'support', 'fomc', 'nft', 'meta', 'viral', 'trends', 'fifa', 'worldcup', 'podcast', 'funny', 'election', 'sale', 'national', 'kanye', 'holiday', 'deals', 'coin', 'happy', 'community', 'digital']",Chuckbuck__,2022-12-29 18:48:22+00:00,"['what', 'year', 'w', 'sniper', 'king']",Need for apex ranked dm me,what year w sniper king 
