location,Followers,Hashtags,Username,Datetime,Text
,58,"['ApexLegends', 'gaming', 'streamer', 'Live', 'YouTube', 'BattleRoyale', 'ranked', 'Diamond']",Enigma9696,2022-12-29 19:01:06+00:00,"Siamo LIVE ragazzi, l'anno sta per chiudersi! Diamogli tutto!🔥

We're LIVE guys, the end of the year is near! Let's break everything!🔥
#ApexLegends #gaming #streamer #Live #YouTube #BattleRoyale #ranked #Diamond 

https://t.co/FGloT58DiV"
"Kent, England",297,['streamer'],ProspectJW,2022-12-29 19:01:02+00:00,Don't normally post the going live video here but thought it'll just be better than a plain tweet! Hopefully see you there! ProspectJW on twitch! Playing @PlayApex #streamer https://t.co/7u4C7X4gxA
"Guadalajara, Jalisco",26,,AxlPalax,2022-12-29 19:00:30+00:00,"The rewards for watching @PlayApex are the most irrelevant, repeated (already have most of them), and boring I've ever seen in Twitch history, is actually better to nothing at all, you show yourselves lazy and ungrateful smh."
,581,,DeathlyR6M,2022-12-29 19:00:24+00:00,@d3mmaw @PlayApex The Grand Canyon
The Moon,3,,clashofclaner68,2022-12-29 19:00:09+00:00,rust console trynna be apex legends with the server issues bruh 🦍 https://t.co/S2frk4kDHA
,31,,Slash13662860,2022-12-29 19:00:06+00:00,"@Jonesy2613 @tyypersa @CertifiedDadBod @lilbitofliah @SadBoyFreshXiV @PlayApex Except, again, you are talking about INFLUENCE, and while yes, people need time to influence others, by ONLY worrying about time you are ignoring other factors. Also, you seem to ignore the time that weekends give, school breaks, ect."
"North Carolina, USA",277,"['ApexLegends', 'ApexLedgends', 'apexlegendsclips', 'apexlegend', 'YoutubeGaming']",BackAtItAKen,2022-12-29 19:00:01+00:00,"HE ALMOST HAD ME WITH THAT TACTICAL

@ApexSharez @ApexPawn @PlayApex_Clips @ApexLegendsRT @apex_rt247 @BestClipsAround @2NutZ3 @HffRts @rttanks @WhoIzMrNobody @OwlRetweets @OwlShare @BrotherEye13 @TheLLU9 #ApexLegends #ApexLedgends #apexlegendsclips #apexlegend #YoutubeGaming https://t.co/utuuKH4rka"
"Austin, TX",1157,,fpslounge_,2022-12-29 19:00:01+00:00,What change are you hoping for the most in the next @PlayApex season?
,10,"['PS4live', 'apexlegends', 'gamer', 'action', 'ps5']",taurusthekingg,2022-12-29 18:59:45+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends) #apexlegends #gamer #action #ps5 live at https://t.co/kO2TVOu4fV
United States,134,,MrDTaco,2022-12-29 18:59:16+00:00,I'm now live playing Apex Legends over on Twitch: https://t.co/VszCKcKqGh 🎮
In A Field Of Blue Roses,457,,rosesofdeedee,2022-12-29 18:59:11+00:00,I'm now live playing Apex Legends over on Twitch: https://t.co/nxOMSpUNsa 🎮
In A Garden Of Blue Roses,2395,"['gamer', 'Twitch', 'Apex', 'Ranked', 'PS4live', 'ApexLegends']",nika_quinzel,2022-12-29 18:59:00+00:00,How much RP to gain! #gamer #Twitch #Apex #Ranked #PS4live #ApexLegends live at https://t.co/MWef97GZ5x
"São Paulo, Brasil",310,,xdenibagx,2022-12-29 18:58:44+00:00,"Olar o(￣▽￣)o | Apex Legends + Overwatch 2 + The Witcher 3 + | !comandos | SUB = ❤️
https://t.co/XC0feB1kPt"
"England, United Kingdom",48,,Bill_Kovaaks,2022-12-29 18:58:40+00:00,@wabakapex @PlayApex Also wabak: can’t shoot anyone more than 20 meters away on roller 😂
,102,,jrpgtrash,2022-12-29 18:58:07+00:00,"I get it, repspawn is busy with the new single player apex game but cmon dude apex legends is going downhill rn 😭😭😭"
CANADA,42,,Daemon0_0,2022-12-29 18:58:02+00:00,"@Grrted @PlayApex Lmao, U actually did it @Grrted"
"Maryland, USA",171,,CrimsonWingZero,2022-12-29 18:57:52+00:00,@TeqAPEX @PlayApex Is that an OG MW2 Intervention?!
tofilium@gmail.com,1717,,tofilium,2022-12-29 18:57:51+00:00,"Going live with Apex Legends and getting some practice rounds in before BINGO starts with the wonderful Umi &amp; Curls!! 

https://t.co/AREg3uZ8Ef https://t.co/8493VeRsEX"
Texas,3459,,ZephyrCasts,2022-12-29 18:57:41+00:00,"@d3mmaw @PlayApex ngl, that's kinda cool"
Ireland,49,,TZxsli,2022-12-29 18:57:23+00:00,@PlayApex Even Fortnite been popping bro 💀
"Melbourne, Victoria",0,,sickestcunt101,2022-12-29 18:55:48+00:00,@PlayApex fix these AIs in arenas pls https://t.co/fhjbwwOmDE
,128,,TreySatcher,2022-12-29 18:55:15+00:00,Happened to me 3 times yesterday 🥴 time to run Seer  @PlayApex https://t.co/fHtSgoDHh2
"Scotland, United Kingdom",6,,xTomat0_,2022-12-29 18:55:04+00:00,@TitanStar01_ @PlayApex The best PlayStation player 🥱
"Boston, MA",3355,,bloopcakes,2022-12-29 18:55:00+00:00,@smidgetmcnugget @TeqAPEX @PlayApex I WILL be calling the authorities
If You Look Right Behind You,730,['TwitchStreamers'],RoyalWeirdo,2022-12-29 18:54:49+00:00,"So since #TwitchStreamers is trending for me y'all can enjoy this clip of me being unintentionally toxic to Loba from Apex Legends. I'm so sorry, I did not mean to say that 😹😹😹😹 https://t.co/9FhJrjgCpP"
"Washington, USA",151,"['twitchaffiliate', 'apexlegends', 'gothgf', 'gaming']",WaffleKingBek,2022-12-29 18:54:22+00:00,"You know where to find me 
@Twitch #twitchaffiliate #apexlegends #gothgf #gaming https://t.co/93H7Nh8ww5"
"Massachusetts, USA",14764,,TeqAPEX,2022-12-29 18:54:10+00:00,@bloopcakes @PlayApex Not for long
,723,,AeonFMC,2022-12-29 18:53:55+00:00,"Apex Legends 2023 is about to go hard on so many levels.

It's still 2022 and we already have two massive content ideas announced:

- Apex Prop Hunt (@HisWattson)
- Apex World Cup (@gdolphn &amp; @MandeOW)

Good luck to any creators not making moves now! https://t.co/sjkeuPHTlY"
"Katowice, Polska",26,,Cant_Play_Games,2022-12-29 18:52:38+00:00,@golpl League of Legends &gt; Apex Legends &gt; Assetto Corsa Competizione &gt; Zelda BotW
,154,,GAME_introduce7,2022-12-29 18:52:28+00:00,"Apex Legends Video Post

Apex Legends:Three people choose different legends and fight as a pair.
click the link below to watch now:

1:https://t.co/tSR0rds8ZP
2:https://t.co/BxiQTEgyoP
3:https://t.co/BxiQTEgyoP"
,403,['PS4live'],Dreammvillain,2022-12-29 18:51:59+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/3fSx0hZqE8
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 18:51:26+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost Ghosty: I do everything with purpose
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 18:51:09+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost I'm doing better than a few minutes ago
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 18:51:09+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost I'm doing better than a few minutes ago
,99,['PS4live'],Announn112,2022-12-29 18:50:17+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/r4G6it5HjA
urf✨️,3,"['PS5Share', 'ApexLegends', 'gaming']",Tenten_Sren,2022-12-29 18:49:39+00:00,"Well earned 2nd #PS5Share, #ApexLegends #gaming https://t.co/eWNlRdxx8B"
urf✨️,3,"['PS5Share', 'ApexLegends']",Tenten_Sren,2022-12-29 18:48:34+00:00,"Got the win #PS5Share, #ApexLegends https://t.co/W4IJgOAdOX"
,96,"['ApexLegends', 'apexlegendsranked']",Its_RingedFir,2022-12-29 18:48:26+00:00,"Need 2 for apex ranked dm me 
#ApexLegends #apexlegendsranked"
,256,"['apex', 'apexlegends', 'apexmobile', 'twitter', 'christmas', 'media', 'memes', 'hockey', 'spirit', 'comedy', 'support', 'fomc', 'nft', 'meta', 'viral', 'trends', 'fifa', 'worldcup', 'podcast', 'funny', 'election', 'sale', 'national', 'kanye', 'holiday', 'deals', 'coin', 'happy', 'community', 'digital']",Chuckbuck__,2022-12-29 18:48:22+00:00,"What a year w/ Sniper King!
#apex #apexlegends #apexmobile #twitter #christmas #media #memes #hockey #spirit #comedy #support #fomc #nft #meta #viral #trends #fifa #worldcup #podcast #funny #election #sale #national #kanye #holiday #deals #coin #happy #community #digital https://t.co/B10hFhSkKE"
"Virginia Beach, VA",160,,Im_Snowey,2022-12-29 18:48:13+00:00,@TeqAPEX @PlayApex NOT NESSIE 😭😭
"Los Mochis, SIN México",86,,MTBIKERLM,2022-12-29 18:48:12+00:00,I'm now live playing Apex Legends over on Twitch: https://t.co/iwsuu2tI3S 🎮
"New York, NY",241,['ApexLegends'],AzaareWilson,2022-12-29 18:47:57+00:00,"I barely play apex , any tips on getting better?? #ApexLegends"
,204,['PS4live'],JohnSei56624728,2022-12-29 18:47:56+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/ihOhAEi40W
"Edmonton, Alberta",454,,K1NG_K0TA_,2022-12-29 18:47:32+00:00,"@Eternal_Empire_ I'm going to have to agree with @Dr3bb2, depends on the game. @PlayApex is harder on controller imo, but @RocketLeague is harder on m&amp;k"
,247,,SSS_SUNSET11,2022-12-29 18:47:30+00:00,@PlayApex I don't care about that.  Please improve Cheetah and DDOS.  As soon as possible.  We users are fed up.  See more Asia servers.
"Washington, USA",396,['ApexLegends'],WaffleXxXQueen,2022-12-29 18:47:21+00:00,"Your goth gf wants you to join her on #ApexLegends. Do you accept the invite?
https://t.co/hAcgI8Xa8t
https://t.co/1g9MWx3eTh https://t.co/IIa6Xm5M8H"
,672,,BruhManAnt,2022-12-29 18:47:11+00:00,@TeqAPEX @PlayApex bro not the nessie https://t.co/KNbBOgRRPe
❣️Cypher,3813,,beliflash_,2022-12-29 18:46:19+00:00,@d3mmaw @PlayApex lmfaooo
No Trust   ˘-˘  ,1087,"['PS5Share', 'ApexLegends']",keeLesh_FPS,2022-12-29 18:46:14+00:00,"Dip my Knife splash you down  🗡️
@GalaxyGamingGG_  @ApexPawn
#PS5Share #ApexLegends https://t.co/7rEatVNIrP"
Earth,52280,,GameRant,2022-12-29 18:45:13+00:00,"Apex Legends is rumored to be making a major change to the game's spawning system for Season 16, strengthening players' starts.  https://t.co/lkrZclcfOU"
,49,['ApexLedgends'],APXTrixshot,2022-12-29 18:45:11+00:00,@PlayApex Olympus do be bugging #ApexLedgends https://t.co/UwRVlUT2vx
"Nashville, TN",1732,,angelt0420,2022-12-29 18:45:02+00:00,@iam_Jazzyb @HisandHersLive @PlayApex Big W apex player of course!!!
,127,,LeaoKVe,2022-12-29 18:44:56+00:00,@SNG_Esports @alphaINTEL You must think apex legends was made exclusively to pro players.🤡
,81,,CharlesPrvost2,2022-12-29 18:44:41+00:00,@PlayApex Guys hurry up hurry up apex drop another completly trash skin and holo yoohoo 🔥🔥 you guys really need to step up your game .. that boring.
,91,,Zefnix,2022-12-29 18:44:20+00:00,@HisandHersLive @PlayApex @Lutziana_ Pausechamp ?
,96,,Its_RingedFir,2022-12-29 18:44:05+00:00,Anyone know any good apex legends discord servers for ranked or any way that i can find a community for apex ranked players?
boone's redemption arc HQ,2158,['apexlegends'],royalcorvids,2022-12-29 18:43:51+00:00,"what can i say? it was a year of hyperfocus dkgjhdkhfkj
#apexlegends https://t.co/mTUunIsA3O"
,701,,LuciferWavy,2022-12-29 18:43:18+00:00,"Hi everyone I’m really close to 1k followers on twitch and if I could someone get it before New Years would be PAWG

https://t.co/0iVU02adue 

I play RuneScape 
League of legends 
Apex legends"
Deutschland,446,,Papabearchen1,2022-12-29 18:42:16+00:00,I'm now streaming on Twitch! Playing Apex Legends https://t.co/TaqnqWpGoR
,432,,_camouchie,2022-12-29 18:42:03+00:00,"@PlayApex with a passion when I wasn't grinding learning MnK I was watching pro play and you guys. 

I just want to take my passion for the game to a higher level while networking with the personalities that inspire me to stream and play the game. 

I want to crush 2023 man 🤙🏼"
,432,,_camouchie,2022-12-29 18:42:02+00:00,"Hey @PlayApex @TwitchRivals @boomtv @HisandHersLive @heyGuhRL @TSM 

I humbly would like to inquire about potential invites to any upcoming tournaments 🥺 

All of this apex gameplay was streamed on twitch 2k hrs streamed in 2022

I'm affiliated, just not known or relevant. Love"
South Florida 954,176,"['PS4live', 'ApexLegends', 'SmallStreamer', 'TwitchStreamer', 'TikTok']",fajita954,2022-12-29 18:41:41+00:00,Check out my broadcast from my PlayStation 4! #PS4live #ApexLegends #SmallStreamer #TwitchStreamer #TikTok  live at https://t.co/OyWonmyRPZ
Bahamas,359,"['ApexLegends', 'Loba']",JuMyKn,2022-12-29 18:41:21+00:00,My most painful win in Apex. I missed the 3k badge by 2 😭😭😭 #ApexLegends #Loba https://t.co/yiEYOQ5QGV
"Baltimore, MD",19,"['ApexLegends', 'apex', 'TwitchStreamers', 'gaming', 'console']",DoneZoGaming17,2022-12-29 18:41:00+00:00,Me dealing with my Apex teammates 🤦‍♂️ #ApexLegends #apex #TwitchStreamers #gaming #console https://t.co/5t0bQWLYF6
,30,['ApexLegends'],Tcatdactyl46,2022-12-29 18:40:44+00:00,"Playing #ApexLegends on stream rn, catch me if you get a chance. https://t.co/OmdRfsJ9FB"
,123,"['stream', 'gamer', 'warzone', 'apexlegends', 'twitch', 'live', 'watch']",Mukooo,2022-12-29 18:40:42+00:00,I'm now live over on Twitch: https://t.co/YInV1PvC2s #stream #gamer #warzone #apexlegends #twitch #live #watch
MI. KC 🤍 ,2974,,Vatroh,2022-12-29 18:40:23+00:00,"another day of apex legends

link in the bio 🙏🏼 https://t.co/1LvJEV8gh1"
"Middlesbrough, England",317,"['twitch', 'twitchstreamer', 'ApexLegends', 'Destiny2']",firstdropdanny,2022-12-29 18:40:13+00:00,I've Just Gone LIVE on Twitch Check it Out #twitch #twitchstreamer #ApexLegends #Destiny2 --  https://t.co/g1DM7yMqhl
"Cleveland, OH",189,['PS4live'],HeyDeeBe1000,2022-12-29 18:40:07+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/TS53uCUMAD
2nd shelf behind the milk,676,"['Apexlegends', 'GreaterSignGaming', 'Twitch']",SlickBE_,2022-12-29 18:39:33+00:00,Watch me shoot ppl. #Apexlegends #GreaterSignGaming #Twitch live at https://t.co/5Z9tV1j9Iv
Broken Moon,122546,,TTrebb,2022-12-29 18:39:12+00:00,@TeqAPEX @PlayApex I just wanna know what’s up with the blue cerokote vibe
Japan,1735,"['FORTNITE', 'ApexLegends']",oooSLICK,2022-12-29 18:39:06+00:00,"#FORTNITE mixed with some #ApexLegends later | bring some tea 🫖 time as well , cause we SIPPIN 🤤 NO GREEN OR BLACK TEA ALLOWED!!!!😂 only fire flavors!!!! https://t.co/HdmeiKf1l6"
,38,,Ethen87,2022-12-29 18:38:33+00:00,@MandeOW @gdolphn u miss 100% of the shots u don’t take  @GFuelEnergy @MonsterEnergy @redbullgaming @ReignEnergy300 @PlayApex @Twitch @EA @Respawn @MountainDew @NZXT @CORSAIR @ScufGaming @CYBERPOWERPC @Alienware @HyperX @HermanMiller @YouTube @5hourenergy @GLYTCHEnergyGG @secretlabchairs @DXRacer
"Boston, MA",625,,SlayrSZN,2022-12-29 18:38:20+00:00,@Xynew_ @OsivienTv @PlayApex Im just going to delete it
"Massachusetts, USA",14764,,TeqAPEX,2022-12-29 18:38:14+00:00,"@TTrebb @PlayApex as a native Texan, I am offended"
,16,['ApexLegends'],robozombie360,2022-12-29 18:38:04+00:00,"20K - Apex montage by ROBO! https://t.co/Oy67dy9MTY via @YouTube 
#ApexLegends"
"Los Angeles, CA",117,,kookie_dohhh,2022-12-29 18:37:58+00:00,@HisandHersLive @PlayApex Sign me up!
España,13,"['ApexLegends', 'PlayStation', 'NSGatOnce']",NorthandSouthGC,2022-12-29 18:36:51+00:00,"ESL #ApexLegends (ps4) Master Circuit Weekly Qualifier Season 3 #15
Round 3.
Platoon Placement number 4.
Ranking Placement number 6
#PlayStation 
#NSGatOnce"
"Hell Carnival, Los Angeles",771,['ApexLegends'],colemanranahan,2022-12-29 18:36:21+00:00,Love finding a 3 stack to team up with to get back your RP that you lost and one of them just has to drop a slur in the second game. #ApexLegends https://t.co/1LBopQ04zL
"Florida, USA",6127,,YT_Retrospect,2022-12-29 18:36:07+00:00,"@Grrted @PlayApex Garret is the MVP
Social media manager punching the air rn"
"North Carolina, USA",6,,PatrickStar0357,2022-12-29 18:35:56+00:00,@mkkristine98 @PlayApex Interesting 🧐 funny
,657,,Xynew_,2022-12-29 18:35:33+00:00,@SlayrSZN @OsivienTv @PlayApex bro just used blast in a sentence
apex games,2,"['apexlegends', 'respawn']",SeerK1ddyF1dler,2022-12-29 18:34:49+00:00,Die of cancer useless apex devs you can't make a good matchmaking system at all useless cunts #apexlegends #respawn https://t.co/xW2xTIoOcn
,28,['ApexLegends'],andyongod,2022-12-29 18:34:21+00:00,wish i had somebody to chill in a call w while i solo this ranked grind 🥹 #ApexLegends
,1888,,no_viewers,2022-12-29 18:34:17+00:00,"clapped_by_jc has been streaming Apex Legends for -45 minutes and no one's watching them, go say hi and make their day https://t.co/XqSgjewzfV. Tag your favourite Apex Legends streamer."
"Phoenix, AZ",666,"['apexlegends', 'clips', 'twitch']",GStatPro,2022-12-29 18:34:01+00:00,"Dont try to jump people and dont know your surroundings...hate when people chase people without guns.

#apexlegends #clips #twitch https://t.co/9Ems2ohFlo"
MTL,90,,king1bacc,2022-12-29 18:33:56+00:00,@PlayApex y’all still ain’t fix the bug that kicks me out the whole App
Republic of Ireland,8875,,afflixtions,2022-12-29 18:33:44+00:00,Rate all of the Apex Legends maps from best to worst https://t.co/tZuGGxMHF5
Looking for ORG OFFERS ,244,['Apexlegends'],zayteh,2022-12-29 18:33:43+00:00,IM LIVE ON #Apexlegends FOR YOUR ENTERTAINMENT https://t.co/VEXfm1gkbS
United States,503,"['apex', 'apexlegends', 'emergetfup', 'emergeontop', 'apexedits', 'apexclips', 'viral', 'gaming']",EmergeDabs,2022-12-29 18:33:36+00:00,"EPILEPSY WARNING 

Cheers to me passing 100+ hours on apex.
heres to another 100 more - @Emerge_Uprising 

#apex #apexlegends #emergetfup #emergeontop #apexedits #apexclips #viral #gaming https://t.co/AkKRtgOFCs"
,442,"['intro', 'twitch', 'twitch', 'twitchstreamer', 'TwitchDE', 'Streamer', 'twitchpartner', 'SmallStreamerCommunity', 'Trovo', 'ApexLegends', 'smallstreamer', 'vtuber']",suzannahgfx,2022-12-29 18:32:06+00:00,"Looking for the best #intro for #twitch,then Dmme❤️
#twitch #twitchstreamer #TwitchDE #Streamer #twitchpartner #SmallStreamerCommunity #Trovo #ApexLegends #smallstreamer #vtuber 

 @SGH_RTs @GDAutoArt @StreamerSupRT @rtsmallstreams @stream_rt @EsportsTweeter 
 @sme_rt https://t.co/hpwPQGAZ9t"
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 18:31:48+00:00,@Apex_The_Legend @robot52798 @Motivated_indiv @The_CandyGhost That's great to hear
Your moms house,73,,MoreKeithoHD_,2022-12-29 18:30:40+00:00,@ESPER995 @yumesan_yume @PlayApex this needs to be a revenant skin
"Maine, USA",176,,morgypie101,2022-12-29 18:30:27+00:00,@HisandHersLive @PlayApex Ooo this could be fun!!
,193,,MatthewOHB,2022-12-29 18:30:26+00:00,@alphaINTEL Nerf @ImperialHal PLEASE! @PlayApex
,361,['ApexLegends'],Morbrid,2022-12-29 18:30:15+00:00,Always ping a volt for your roller players! #ApexLegends https://t.co/rHTkksrA3w
,25,['PS4live'],ibabykunai,2022-12-29 18:30:08+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/jbMMM8AHED
"Pell Lake, WI",2591,,Lord_Vermire,2022-12-29 18:30:02+00:00,chibi playing apex legends
,64,,ei1uan,2022-12-29 18:29:47+00:00,@spazdazz @PlayApex i was getting 60 but it felt choppy ash
,229,,doctorpopttv,2022-12-29 18:29:20+00:00,I'm now live playing Apex Legends over on Twitch: https://t.co/SzQhUCLfXK 🎮
,9,,hoppesfeu,2022-12-29 18:28:02+00:00,"The Art of Apex Legends 7CPI40S

https://t.co/xJSoEOqdxN https://t.co/HF8AWBPzrx"
,52,['PS4live'],Kahleb0928,2022-12-29 18:28:02+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/ciaXiJwgXX
"Tours, France",67,"['apex', 'apexlegends', 'apexfunny', 'apexmovie']",Maybe_Ange,2022-12-29 18:27:40+00:00,Movie for Spotify Canvas #apex #apexlegends #apexfunny #apexmovie https://t.co/8iw9BP8fgP
"Fragment East, Worlds Edge",35,,m4ya_maya,2022-12-29 18:27:23+00:00,yea so i think apex legends can be a fun video game https://t.co/Iplohu5QwE
Prov City,306,['ApexLegends'],DevTheAbstract,2022-12-29 18:27:09+00:00,"Another monstrous game from the squad wiper 😤

#ApexLegends https://t.co/qBbEeGUUwg"
