Username,Datetime,Text
Lulabelly_Li,2022-12-01 23:55:02+00:00,"@sugamiint @Spotify @SpotifyCares, may we have some explanation in regards to the removal of streams of ""Left and Right"" &amp; ""My Universe"" from Jungkook's &amp; BTS' tally in #SpotifyWrapped       , considering these are their songs as much as their collaborators?"
AliRaed47779370,2022-12-01 23:55:02+00:00,"Thanks @pinkfloyd for spending 4,412 minutes with me in 2022. I couldn’t stop listening to Wish You Were Here. #SpotifyWrapped https://t.co/17NfJLn1p2"
0nlyvibe,2022-12-01 23:55:01+00:00,"Thank you for a beautiful 2022 @wizkidayo ❤️🦅🦅

My top artist of 2022. Who was yours? #SpotifyWrapped  https://t.co/4kip6cv9FE"
ammadrehan,2022-12-01 23:55:01+00:00,Thanks @apdhillxn for spending 455 minutes with me in 2022. I couldn’t stop listening to Excuses. #SpotifyWrapped https://t.co/6xUh0EWYtA
javierandreass,2022-12-01 23:55:00+00:00,"Thanks @jypetwice for spending 1,428 minutes with me in 2022. I couldn’t stop listening to Alcohol-Free. #SpotifyWrapped https://t.co/rOChfrUtwj"
xxiao95,2022-12-01 23:55:00+00:00,@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power? Like what's your problem
Quandalebinglee,2022-12-01 23:55:00+00:00,"Thanks @firofficial for spending 4,027 minutes with me in 2022. I couldn’t stop listening to Sexy Drug. #SpotifyWrapped https://t.co/oCXKPn1dgy @FIROfficial 
I LOVE YOU
I LIVE YOU
I BREATHE YOU ♥️♥️♥️♥️"
RE_Aztec4Life,2022-12-01 23:55:00+00:00,Thanks @morganwallen for spending 793 minutes with me in 2022. I couldn’t stop listening to More Than My Hometown. #SpotifyWrapped https://t.co/BaNfTY1J12
Larkins87,2022-12-01 23:54:59+00:00,"Such a class track, and class artists! Thanks Dusky for spending 515 minutes with me in 2022. I couldn’t stop listening to Stick By This. #SpotifyWrapped https://t.co/FsoQSCJBSa"
wendymiller99,2022-12-01 23:54:58+00:00,Thanks @romeosantospage for spending 408 minutes with me in 2022. I couldn’t stop listening to Sobredosis (feat. Ozuna). #SpotifyWrapped https://t.co/P3GgbnkoGE
instaKaitlyn,2022-12-01 23:54:57+00:00,Thanks FLETCHER for spending 767 minutes with me in 2022. I couldn’t stop listening to Bitter. #SpotifyWrapped https://t.co/fcrp5MtVP9
lilykeene96,2022-12-01 23:54:57+00:00,"On one hand, I support people enjoying things. On the other hand, if I see one more Spotify wrapped post I’m going to kill myself"
angelicamilanez,2022-12-01 23:54:57+00:00,"Thanks Dante Gebel for being my top podcast on @Spotify this year. I loved all 5,329 minutes of it. #SpotifyWrapped https://t.co/C1NMgBzMfg"
wilcifer69,2022-12-01 23:54:56+00:00,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/566EOERL0W"
Sofia_Marketing,2022-12-01 23:54:56+00:00,"Thanks @edsheeran for spending 4,095 minutes with me in 2022. I couldn’t stop listening to First Times. #SpotifyWrapped https://t.co/MoqgIVyrXD"
Maria1John418,2022-12-01 23:54:56+00:00,Thanks @avamax for spending 489 minutes with me in 2022. I couldn’t stop listening to Into Your Arms (feat. Ava Max). #SpotifyWrapped https://t.co/RshVra9PGQ
tasmerahhijau,2022-12-01 23:54:55+00:00,"Terima kasih, @weareoneexo, karena sudah menghabiskan 285 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Butterfly Effect. #SpotifyWrapped https://t.co/vgYAbPQUeF"
elpaisinenglish,2022-12-01 23:54:55+00:00,"By clicking on the Spotify Wrapped hashtag on Twitter, you won’t find a conversation about musical trends, but rather a set of monologues in which people discuss what their tastes say about them https://t.co/2rhIXL45Wm"
adambzainudin,2022-12-01 23:54:54+00:00,"Thanks @FonziMGM for spending 456 minutes with me in 2022. I couldn’t stop listening to My Truth ~Rondo Capriccioso~ (From ""Your Lie in April"") [Piano Solo]. #SpotifyWrapped https://t.co/y38DaIOMza"
matthewreed26,2022-12-01 23:54:54+00:00,Thanks @coldplay for spending 635 minutes with me in 2022. I couldn’t stop listening to My Universe. #SpotifyWrapped https://t.co/ysz9Gy7bPm
sugarspleen,2022-12-01 23:54:54+00:00,"Thanks Dua Saleh for spending 2,009 minutes with me in 2022. I couldn’t stop listening to mOth. #SpotifyWrapped https://t.co/mgPJ04bIN9"
AngieGlennHolm1,2022-12-01 23:54:54+00:00,"Thanks Sad Night Dynamite for spending 2,044 minutes with me in 2022. I couldn’t stop listening to Mountain Jack. And I saw ya in Chicago last week too. Amazing show!❤!#SpotifyWrapped    https://t.co/VwfvhiUIy3"
Mahera28886579,2022-12-01 23:54:53+00:00,"Terima kasih, raissa anggiani, karena sudah menghabiskan 1.132 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Kau Rumahku. #SpotifyWrapped https://t.co/Iykh8fauPU"
ProdJane,2022-12-01 23:54:53+00:00,"@levijjk Hey @Spotify @SpotifyCares we are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs, are you really that scared of their power???"
joonie120,2022-12-01 23:54:53+00:00,@statsforbangtan @Spotify @SpotifyCares Hi! @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
fullforcerocks,2022-12-01 23:54:52+00:00,better believe we're breaking down the torpor and silence tonight on the show~ https://t.co/WBy50h6ply! bring your spotify wrapped to make fun of and come vent with me about inconvenient snow and absurdly predatory software (and also HEAVY METAL.) https://t.co/JXeK6iK4CT
TaffTaffe,2022-12-01 23:54:52+00:00,Thanks Masicka for spending 726 minutes with me in 2022. I couldn’t stop listening to Toxic World. #SpotifyWrapped https://t.co/6imLRQ3fHF
KwiviNiam,2022-12-01 23:54:51+00:00,Dapat kasama din sa 2022 Spotify Wrapped ang bilang ng mga humila pababa sa mga Rap artists.
rhinoguy40,2022-12-01 23:54:50+00:00,"Thanks @pink for spending 7,109 minutes with me in 2022. I couldn’t stop listening to Just Like a Pill. #SpotifyWrapped https://t.co/VaQTPW6rwE"
ruby_huddleston,2022-12-01 23:54:50+00:00,Thanks @taylorswift13 for spending 76 minutes with me in 2022. I couldn’t stop listening to Wildest Dreams (Taylor's Version). #SpotifyWrapped https://t.co/MO0baP8lQy
bebesinthetrap,2022-12-01 23:54:49+00:00,"Thanks @joerogan for being my top podcast on @Spotify this year. I loved all 1,350 minutes of it. #SpotifyWrapped https://t.co/y0WVrwUSzE"
KrisTarsisius,2022-12-01 23:54:49+00:00,"Thanks God Bless for spending 1,060 minutes with me in 2022. I couldn’t stop listening to Semut Hitam. #SpotifyWrapped https://t.co/Ky8OjJnlBj"
danitymeows,2022-12-01 23:54:49+00:00,"Thanks @mitskileaks for spending 1,497 minutes with me in 2022. I couldn’t stop listening to Brand New City. #SpotifyWrapped https://t.co/U30viIF0mQ"
glhptrii,2022-12-01 23:54:48+00:00,"Terima kasih, Nadin Amizah, karena sudah menghabiskan 478 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Beranjak Dewasa. #SpotifyWrapped https://t.co/gOLGgEFEbE"
piattsu,2022-12-01 23:54:47+00:00,my spotify wrapped ain’t complete cause i used like 3 different accs this year 😭
mamadaisychain,2022-12-01 23:54:46+00:00,"My top song of 2022. What was yours? #SpotifyWrapped 
https://t.co/SEgVQVl1CB"
RisnaMaxi,2022-12-01 23:54:44+00:00,"Thanks Sebuah Perjalanan for being my top podcast on @Spotify this year. I loved all 2,883 minutes of it. #SpotifyWrapped https://t.co/9EKglCIgtp"
cositsalex,2022-12-01 23:54:44+00:00,Thanks Derivakat for spending 260 minutes with me in 2022. I couldn’t stop listening to Captain's Call. #SpotifyWrapped https://t.co/oaDC0GxTJZ
harlemsqueenbee,2022-12-01 23:54:44+00:00,"Thanks Janet Jackson for spending 1,034 minutes with me in 2022. I couldn’t stop listening to Would You Mind. #SpotifyWrapped https://t.co/7vUTiVMMLt"
fenxtyrih,2022-12-01 23:54:43+00:00,Reply with a number between 1-100 and I will give you a song from my Spotify Wrapped (stolen) https://t.co/al6Wh0dye9
mealikethemonth,2022-12-01 23:54:43+00:00,My New Year’s resolution is gonna be becoming the #1 5sos listener on spotify 🙏🙏 excited for my wrapped next year babes
Charlie17161581,2022-12-01 23:54:42+00:00,感謝@norahjones在 2022 年與我共度 490 分鐘。我對〈Young Blood〉百聽不厭。#SpotifyWrapped https://t.co/Joi3Vy7APs
tukck,2022-12-01 23:54:42+00:00,ฉันผู้ซึ่งใช้ spotify premium มาหลายปีแล้วไม่เคยรู้ว่ามัน wrapped ได้ https://t.co/eOmotjKP7K https://t.co/VaORIo0L86
jUbJ_JK,2022-12-01 23:54:42+00:00,ขอบคุณ @bts_bighit ที่ใช้เวลา 799 นาทีกับฉันในปี 2022 ฉันฟัง Love Maze ไม่เบื่อเลย #SpotifyWrapped https://t.co/q4FgEPFaQI
brucepringle86,2022-12-01 23:54:41+00:00,"Thanks @ludovicoeinaud for spending 3,684 minutes with me in 2022. I couldn’t stop listening to I Giorni. #SpotifyWrapped https://t.co/aEUQXQqNjn"
Vasi219,2022-12-01 23:54:41+00:00,Thanks @elleyduhe for spending 290 minutes with me in 2022. I couldn’t stop listening to MIDDLE OF THE NIGHT. #SpotifyWrapped https://t.co/pzYGVECaPl
veneezza,2022-12-01 23:54:41+00:00,"Hello @Spotify @SpotifyCares

We would like to know why BTS’ and members’ feat songs have been removed from their streams on Spotify Wrapped? Feats have always counted for the retrospective, and their participation in the songs are as valid’s as the main artists’

Thank you."
tiagoluizlins14,2022-12-01 23:54:41+00:00,Thanks Projeto Sola for spending 646 minutes with me in 2022. I couldn’t stop listening to Maria. #SpotifyWrapped https://t.co/Fl49JUafaE
thechelseahanna,2022-12-01 23:54:40+00:00,"Thanks half•alive for spending 3,436 minutes with me in 2022. Top 0.05%! I couldn’t stop listening to Hot Tea. #SpotifyWrapped https://t.co/3tRj6SauCR"
fumkyworm,2022-12-01 23:54:40+00:00,"Gotta amp up my Spotify wrapped stats for next year, as well as confuse and terrify the masses. So, everyday now, I will be playing Mariah Carey's ""all I want for Christmas"" for an hour everyday"
GoatlyL,2022-12-01 23:54:40+00:00,"My top artists of 2022. Who were yours? #SpotifyWrapped  https://t.co/8HDYpuB8dd

GUILTY!"
mshshiho,2022-12-01 23:54:39+00:00,"Terima kasih, @treasuremembers, karena sudah menghabiskan 1.856 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan I LOVE YOU. #SpotifyWrapped https://t.co/ZG2LSPgK1H"
NJ2LVRAM78,2022-12-01 23:54:39+00:00,Thanks @iamcardib for spending 320 minutes with me in 2022. I couldn’t stop listening to Bodak Yellow. #SpotifyWrapped https://t.co/9ttoM65HEb
catwooman09,2022-12-01 23:54:39+00:00,"Thanks @stiff_socks for being my top podcast on @Spotify this year. I loved all 3,003 minutes of it. #SpotifyWrapped https://t.co/1uw4JdqJaA"
LuciaDeLira1,2022-12-01 23:54:39+00:00,"#SpotifyCorrupt  @Spotify @SpotifyCares
why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year? Both songs are equally theirs. Are you really that scared of their power???"
thenewYorkBlvd,2022-12-01 23:54:38+00:00,My top artists of 2022. Who were yours? #SpotifyWrapped  https://t.co/cliviz6bwy
yawnkyu,2022-12-01 23:54:38+00:00,"Thanks @treasuremembers for spending 1,052 minutes with me in 2022. I couldn’t stop listening to DARARI. #SpotifyWrapped https://t.co/z3zrMJJdgq"
RubenCamps97,2022-12-01 23:54:36+00:00,"Gracias, @hanszimmer, por haberme hecho compañía durante 499 minutos en 2022. No he parado de escuchar Extraction Point. #SpotifyWrapped https://t.co/0KOqnc8ym4"
BozenaBeatrixZ,2022-12-01 23:54:36+00:00,"Thank you ❤️😘💕🫶, @enriqueiglesias, za 2 559 min strávených se mnou v roce 2022. Skladby ME PASE (feat. Farruko) se mi nedařilo nabažit. #SpotifyWrapped https://t.co/EVGjt1eIpY"
bigzeropinchen,2022-12-01 23:54:36+00:00,"感謝SHE'S在 2022 年與我共度 1,776 分鐘。我對〈Letter〉百聽不厭。#SpotifyWrapped https://t.co/XcQqfDbO7P"
eydydur,2022-12-01 23:54:36+00:00,Thanks @weezer for spending 903 minutes with me in 2022. I couldn’t stop listening to I Just Threw Out The Love Of My Dreams. #SpotifyWrapped https://t.co/njMp3H2OLd
doIIcious,2022-12-01 23:54:34+00:00,porque spotify de la nada cambio el wrapped de artistas? q rabia
1f4cFbo9CSxlUfm,2022-12-01 23:54:34+00:00,"感謝@oneokrock_japan在 2022 年與我共度 5,200 分鐘。我對〈Renegades - Japanese Version〉百聽不厭。#SpotifyWrapped https://t.co/bMsuZZQJrw"
HugzForMikko_me,2022-12-01 23:54:33+00:00,"Thanks shawty 💓💓 loce your music it helps me vent to myself when I listen to it. 💓💓💓@mitskileaks for spending 1,367 minutes with me in 2022. I couldn’t stop listening to First Love / Late Spring. #SpotifyWrapped https://t.co/sLtsYaeiWt"
annavvb,2022-12-01 23:54:32+00:00,#SpotifyWrapped https://t.co/zgOaR1AP9K
joon_moonz,2022-12-01 23:54:31+00:00,@statsforbangtan @Spotify @SpotifyCares .@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
bridgeo,2022-12-01 23:54:31+00:00,"Thanks @taylorswift13 for spending 2,509 minutes with me in 2022. I couldn’t stop listening to Anti-Hero. #SpotifyWrapped https://t.co/Y3mFsJK8N8 #SpotifyWrapped @taylornation13"
JeanVillaver1,2022-12-01 23:54:30+00:00,"Sam Mangubat pa rin ❤️🎶
My top song of 2022. What was yours? #SpotifyWrapped 
https://t.co/YcpkjDvKOK"
userg7102710,2022-12-01 23:54:30+00:00,#SpotifyWrapped https://t.co/eKIOnkBKTa
feverfordua,2022-12-01 23:54:29+00:00,"“You couldn't stop listening IDGAF” 
@DUALIPA 🦋💜 @Spotify @SpotifyMexico ✨ 

#DuaLipa #SpotifyWrapped #Spotify https://t.co/DiZ4Iu2aUK"
SarahHasanB,2022-12-01 23:54:29+00:00,"#تيك_توك
#PUBGMOBILE
#PUBGモバイル
#AlanWalker
#المغرب_كندا
#SpotifyWrapped
#ألمانيا_كوستاريكا
#مدل_بيست
#Qatar2022
#FIFAWorldCup
#الخميس_الونيس
#ليلة_الجمعة
#Maroc
https://t.co/XtdEuvYaWu"
Zeyaferdous306,2022-12-01 23:54:29+00:00,Thanks @bts_bighit for spending 262 minutes with me in 2022. I couldn’t stop listening to Run BTS. #SpotifyWrapped https://t.co/09eY4N2h4C
ibnvakbar,2022-12-01 23:54:28+00:00,"Thanks @scandal_band  for spending 2,923 minutes with me in 2022. I couldn’t stop listening to Flashback No.5. #SpotifyWrapped https://t.co/MDM4NLoccW"
tenjishu,2022-12-01 23:54:28+00:00,#SpotifyWrapped #spotifywrapped2022 https://t.co/Ry8CLd30iD
flop___2,2022-12-01 23:54:28+00:00,Thanks @beyonce for spending 678 minutes with me in 2022. I couldn’t stop listening to Single Ladies (Put a Ring on It). #SpotifyWrapped https://t.co/OfJbluXVgH
haevrenn,2022-12-01 23:54:28+00:00,"Terima kasih, @brunomars, karena sudah menghabiskan 68 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Leave The Door Open. #SpotifyWrapped https://t.co/9YoArZXLkh"
wildboynicky,2022-12-01 23:54:28+00:00,"Thanks @theweeknd for spending 1,299 minutes with me in 2022. I couldn’t stop listening to Gasoline. #SpotifyWrapped https://t.co/LnlgdhI8sC"
DizzySl0th,2022-12-01 23:54:28+00:00,"What music do you all listen to?? Reveal to me you Spotify wrapped this year 💚 music is such a big part of my life, is soul food 💜
...but wtf is hands up XD https://t.co/tTOLtrJqiV"
bxby_kasi,2022-12-01 23:54:27+00:00,"Thanks @melanielbbh for spending 1,020 minutes with me in 2022. I couldn’t stop listening to Teacher's Pet. #SpotifyWrapped https://t.co/HxbclpVoNz"
PrisySmiling,2022-12-01 23:54:27+00:00,"Thank you for the 853 minutes, they we had spent together 2022, @deanbrody
Well it was more me who has enjoy the time with your grandiose songs. And you are on the first place of my favorite singers list 
Congratulations to you Dean 😁💪🏼🥰 #SpotifyWrapped https://t.co/4i3edXJ9vR"
Stayskz15464935,2022-12-01 23:54:27+00:00,"Gracias, @stray_kids, por haberme hecho compañía durante 393 minutos en 2022. No he parado de escuchar Thunderous. #SpotifyWrapped https://t.co/XcTBcEfqFH"
lapulgaDZ,2022-12-01 23:54:26+00:00,Merci MORGENSHTERN pour ces 196 minutes passées ensemble en 2022. J'ai écouté DINERO en boucle. #SpotifyWrapped https://t.co/m3pmMl80jh
allygretto,2022-12-01 23:54:25+00:00,"Thanks @coldplay for spending 1,593 minutes with me in 2022. I couldn’t stop listening to My Universe. #SpotifyWrapped https://t.co/gNYLhYrJcJ"
AutumnKaeul,2022-12-01 23:54:24+00:00,"Looking at my Spotify Wrapped right now. More than 90% of other listeners in the US?? Am I okay?? LOL. At the same time, though, I feel like it's actually been more minutes than this. https://t.co/uzG2SnVbAg"
desymassaccesi,2022-12-01 23:54:24+00:00,Grazie Rkomi per i 254 minuti trascorsi insieme nel 2022. LA CODA DEL DIAVOLO (con ELODIE) sempre in loop. Ma sempre sempre. #SpotifyWrapped https://t.co/wzA08Risix
JemDemos,2022-12-01 23:54:24+00:00,"#SpotifyWrapped 
Artist: Jem Demos https://t.co/hGGSgeeikl"
Tess47695423,2022-12-01 23:54:24+00:00,"Thanks @bts_bighit for spending 2,269 minutes with me in 2022. I couldn’t stop listening to Run BTS. #SpotifyWrapped https://t.co/rBoHhjbN5b"
